Registro,Variable,Mean,Found Value,Deviation
9582,VT_812Y,10.22299347385575,150.0,37.61027588534155
9582,VT_814X,17.297019177668332,150.0,22.580604636286665
9582,VT_814Y,14.5325314857436,150.0,27.40294536401115
9583,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9583,VT_812X,10.797900807110196,150.0,38.27568816246563
9583,VT_812Y,10.22299347385575,150.0,37.61027588534155
9583,VT_814X,17.297019177668332,150.0,22.580604636286665
9583,VT_814Y,14.5325314857436,150.0,27.40294536401115
9584,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9584,VT_812X,10.797900807110196,150.0,38.27568816246563
9584,VT_812Y,10.22299347385575,150.0,37.61027588534155
9584,VT_814X,17.297019177668332,150.0,22.580604636286665
9584,VT_814Y,14.5325314857436,150.0,27.40294536401115
9585,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9585,VT_812X,10.797900807110196,150.0,38.27568816246563
9585,VT_812Y,10.22299347385575,150.0,37.61027588534155
9585,VT_814X,17.297019177668332,150.0,22.580604636286665
9585,VT_814Y,14.5325314857436,150.0,27.40294536401115
9586,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9586,VT_812X,10.797900807110196,150.0,38.27568816246563
9586,VT_812Y,10.22299347385575,150.0,37.61027588534155
9586,VT_814X,17.297019177668332,150.0,22.580604636286665
9586,VT_814Y,14.5325314857436,150.0,27.40294536401115
9587,LIT_802,49.42086332225058,592.2639219877685,5.288447392572882
9587,VT_812X,10.797900807110196,150.0,38.27568816246563
